[SYS] 2025/11/17 - 10:13:15 | 未找到 .env 文件，使用默认环境变量，如果需要，请创建 .env 文件并设置相关变量 
[SYS] 2025/11/17 - 10:55:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:55:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:56:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:56:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:56:15 | syncing options from database 
[SYS] 2025/11/17 - 10:56:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:56:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:56:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:56:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:56:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:56:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:57:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:57:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:57:15 | syncing options from database 
[SYS] 2025/11/17 - 10:57:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:57:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:57:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:57:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:57:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:57:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:58:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:58:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:58:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 10:58:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 10:58:15 | syncing options from database 
[SYS] 2025/11/17 - 10:58:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:58:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:58:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:58:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:58:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:58:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:59:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:59:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:59:15 | syncing options from database 
[SYS] 2025/11/17 - 10:59:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:59:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:59:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:59:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 10:59:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 10:59:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:00:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:00:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:00:15 | syncing options from database 
[SYS] 2025/11/17 - 11:00:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:00:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:00:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:00:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:00:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:00:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:01:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:01:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:01:15 | syncing options from database 
[SYS] 2025/11/17 - 11:01:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:01:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:01:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:01:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:01:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:01:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:02:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:02:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:02:15 | syncing options from database 
[SYS] 2025/11/17 - 11:02:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:02:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:02:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:02:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:02:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:02:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:03:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:03:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:03:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 11:03:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 11:03:15 | syncing options from database 
[SYS] 2025/11/17 - 11:03:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:03:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:03:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:03:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:03:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:03:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:04:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:04:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:04:15 | syncing options from database 
[SYS] 2025/11/17 - 11:04:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:04:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:04:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:04:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:04:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:04:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:05:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:05:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:05:15 | syncing options from database 
[SYS] 2025/11/17 - 11:05:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:05:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:05:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:05:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:05:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:05:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:06:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:06:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:06:15 | syncing options from database 
[SYS] 2025/11/17 - 11:06:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:06:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:06:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:06:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:06:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:06:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:07:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:07:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:07:15 | syncing options from database 
[SYS] 2025/11/17 - 11:07:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:07:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:07:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:07:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:07:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:07:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:08:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:08:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:08:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 11:08:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 11:08:15 | syncing options from database 
[SYS] 2025/11/17 - 11:08:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:08:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:08:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:08:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:08:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:08:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:09:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:09:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:09:15 | syncing options from database 
[SYS] 2025/11/17 - 11:09:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:09:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:09:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:09:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:09:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:09:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:10:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:10:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:10:15 | syncing options from database 
[SYS] 2025/11/17 - 11:10:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:10:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:10:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:10:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:10:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:10:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:11:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:11:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:11:15 | syncing options from database 
[SYS] 2025/11/17 - 11:11:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:11:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:11:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:11:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:11:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:11:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:12:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:12:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:12:15 | syncing options from database 
[SYS] 2025/11/17 - 11:12:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:12:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:12:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:12:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:12:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:12:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:13:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:13:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:13:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 11:13:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 11:13:15 | syncing options from database 
[SYS] 2025/11/17 - 11:13:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:13:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:13:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:13:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:13:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:13:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:14:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:14:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:14:15 | syncing options from database 
[SYS] 2025/11/17 - 11:14:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:14:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:14:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:14:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:14:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:14:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:15:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:15:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:15:15 | syncing options from database 
[SYS] 2025/11/17 - 11:15:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:15:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:15:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:15:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:15:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:15:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:16:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:16:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:16:15 | syncing options from database 
[SYS] 2025/11/17 - 11:16:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:16:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:16:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:16:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:16:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:16:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:17:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:17:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:17:15 | syncing options from database 
[SYS] 2025/11/17 - 11:17:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:17:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:17:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:17:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:17:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:17:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:18:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:18:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:18:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 11:18:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 11:18:15 | syncing options from database 
[SYS] 2025/11/17 - 11:18:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:18:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:18:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:18:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:18:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:18:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:19:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:19:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:19:15 | syncing options from database 
[SYS] 2025/11/17 - 11:19:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:19:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:19:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:19:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:19:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:19:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:20:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:20:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:20:15 | syncing options from database 
[SYS] 2025/11/17 - 11:20:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:20:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:20:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:20:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:20:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:20:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:21:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:21:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:21:15 | syncing options from database 
[SYS] 2025/11/17 - 11:21:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:21:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:21:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:21:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:21:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:21:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:22:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:22:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:22:15 | syncing options from database 
[SYS] 2025/11/17 - 11:22:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:22:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:22:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:22:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:22:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:22:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:23:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:23:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:23:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 11:23:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 11:23:15 | syncing options from database 
[SYS] 2025/11/17 - 11:23:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:23:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:23:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:23:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:23:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:23:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:24:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:24:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:24:15 | syncing options from database 
[SYS] 2025/11/17 - 11:24:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:24:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:24:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:24:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:24:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:24:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:25:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:25:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:25:15 | syncing options from database 
[SYS] 2025/11/17 - 11:25:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:25:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:25:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:25:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:25:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:25:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:26:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:26:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:26:15 | syncing options from database 
[SYS] 2025/11/17 - 11:26:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:26:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:26:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:26:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:26:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:26:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:27:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:27:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:27:15 | syncing options from database 
[SYS] 2025/11/17 - 11:27:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:27:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:27:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:27:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:27:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:27:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:28:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:28:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:28:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 11:28:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 11:28:15 | syncing options from database 
[SYS] 2025/11/17 - 11:28:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:28:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:28:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:28:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:28:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:28:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:29:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:29:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:29:15 | syncing options from database 
[SYS] 2025/11/17 - 11:29:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:29:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:29:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:29:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:29:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:29:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:30:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:30:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:30:15 | syncing options from database 
[SYS] 2025/11/17 - 11:30:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:30:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:30:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:30:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:30:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:30:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:31:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:31:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:31:15 | syncing options from database 
[SYS] 2025/11/17 - 11:31:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:31:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:31:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:31:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:31:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:31:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:32:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:32:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:32:15 | syncing options from database 
[SYS] 2025/11/17 - 11:32:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:32:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:32:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:32:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:32:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:32:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:33:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:33:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:33:15 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 11:33:15 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 11:33:15 | syncing options from database 
[SYS] 2025/11/17 - 11:33:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:33:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:33:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:33:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:33:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:33:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:34:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:34:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:34:15 | syncing options from database 
[SYS] 2025/11/17 - 11:34:16 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:34:16 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:34:31 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:34:31 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:34:46 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:34:46 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:35:01 | 任务进度轮询开始 
[SYS] 2025/11/17 - 11:35:01 | 任务进度轮询完成 
[SYS] 2025/11/17 - 11:35:15 | syncing options from database 
